2.570245606287276718e+00 9.056345133205322417e-01 -2.617520695567655320e+00 9.741662007662584832e-01 2.348687910412535995e+00 2.160592626310562814e+00 1.716588243903563127e+00 -5.871791841281418650e-02 -3.151497647344322361e-01 5.754325627187126813e-01 1.405651659380626473e-01 -1.688497263322785269e+00 -1.250540802356471692e+00 -1.361509406288825108e+00 -1.904494074244824087e-01 -7.481043420889096351e-01 -6.796720776441270706e-01 -3.143751988076206039e-01 -1.131365263133639720e+00 -1.076181036681028491e+00 -7.323703400056376100e-01 -7.821068765903951281e-01 -1.711235659680940158e+00 -2.748634294376489429e+00 -2.977186797004591323e+00 -2.650644244810836270e+00 2.133360507211553792e+00 1.659842474885337760e+00 3.040569423180429887e+00 -2.389829487851357737e+00 -2.547580898996109067e+00 -2.651421987629121180e+00
3.060790265704686597e+00 -2.332884588961755323e+00 -2.498135484825048991e+00 -1.722119861318729406e-01 2.040123406028730546e+00 -2.404194424681207476e+00 -1.432148077306014233e+00 6.864114399044617398e-01 5.794936682756440804e-01 -4.067939355145506336e-02 5.942938735509121218e-01 -1.511825821171451256e+00 -1.927356199315164220e+00 2.749834427597637465e-03 2.691900270840497100e-01 -1.506066814685892208e+00 9.529395618225276060e-03 -4.603575419979334393e-01 3.092183578206957772e+00 -2.298972022064859344e-01 1.362055755483086994e+00 -6.518677221458073490e-01 -6.794961407821943356e-01 -2.177175993984077795e+00 -2.773034681209362251e+00 2.903439965560869584e+00 2.106727257022658062e+00 1.996433322889722195e+00 -4.248286885935227408e-01 -2.177233616242885805e+00 -3.522107261518798993e-02 -2.843742583708847693e+00
3.080317630046238264e+00 -2.792694446346899895e+00 2.837924317563443655e+00 3.002210229473729619e+00 2.510842714282950361e+00 2.228362883625222501e+00 -8.458438885232645310e-01 6.344891421832324907e-01 2.652002088414375791e-01 -8.141518977477432140e-01 -3.845431746889133584e-01 -4.727629645243212053e-01 -2.119083451670672247e+00 7.565118261346323036e-01 2.726095424064998718e-01 -7.421399221284636916e-01 1.399065686122334951e+00 1.156456108747242917e+00 2.907337812484767969e+00 2.126271745597659635e+00 1.625356678316237424e+00 -2.960206950751478328e-01 -2.389353464259325321e-01 -2.242635529852861076e+00 -2.059652334621852265e+00 -1.554100850026054692e+00 -1.787611646073073990e+00 1.235055233369624750e+00 -1.858458762812985166e+00 -1.659417438502063025e+00 -2.716670804266755335e-01 -1.151149041901434300e+00
-1.211385417872903603e-01 -4.699078753225826577e-01 2.494043278654612672e-01 1.538177274169496123e+00 1.498505376960522328e+00 2.118894504845298066e+00 -2.180595674224004465e+00 -8.756163586744644123e-01 -8.841154667022445290e-02 -9.132903718995194486e-01 -2.387884717472094298e+00 -7.223925223289621167e-01 7.289244414108245196e-02 -5.361359705052252123e-01 -8.874163855222799713e-01 -4.238334682493917205e-01 1.154531081067231568e+00 1.326706177325341685e+00 -2.715732484952858794e+00 2.501538591592681549e+00 2.042957820612179898e+00 2.806405975332082026e+00 -1.833558135692526236e-01 -2.056035212487022257e+00 -6.228758349132931249e-01 -1.386822882464006090e+00 2.742887873418768496e+00 2.154046118849290981e+00 -1.437339408505949878e+00 -1.898691530637655278e+00 -2.256581072365601237e+00 1.117802560996725009e-01
-3.104554078765479064e-01 -1.436227180866067821e+00 5.536110080803916533e-01 1.686591784616936485e-01 1.539635252548479993e+00 2.906805500168873291e+00 -2.652754253397076933e+00 -2.949182736048896913e+00 1.070250529278377494e+00 9.839137336672551526e-02 -5.361691412756534048e-01 -1.268458543927350801e+00 2.969293547533770061e-01 2.824712421615276914e-01 -1.667252225196014237e+00 -2.423710497321083679e+00 -2.438953239705304032e-01 2.327251264283443644e-01 -2.661777741687860743e+00 2.560298368952203862e+00 -2.918404905617733913e+00 -2.816939585261920787e+00 2.141753127145355595e+00 -2.521312992055841917e+00 -8.396092664963087371e-01 5.367821962071735870e-02 5.183638360251833221e-01 8.925744795032558576e-01 -9.185833605024735782e-01 -1.421110832202899132e+00 -1.176174072362608847e+00 -1.222586200671926804e-01
-8.684718585468408358e-01 -3.825207234011708535e-02 5.839044993478232914e-01 7.525511316059732003e-01 2.963289337952625946e+00 -1.990009218387465362e+00 -1.876716003944922440e+00 -2.001782524318270085e+00 -2.023231522788337511e+00 -1.271601571150641430e+00 -2.168716896745298772e+00 1.035216808671208355e+00 -7.055400954676476627e-03 -2.487354648389487721e+00 -2.253733784724814893e+00 -2.466372603761851412e+00 1.983092375517898853e+00 2.382181954061852736e+00 2.556584463159975229e+00 3.028966716445288920e+00 -2.826693066715642910e+00 -1.822631817200483173e+00 -2.186369394091208118e+00 -1.911132904314208680e+00 -2.032794758011763625e-01 -1.704780488282881867e+00 4.251714275842141122e-01 6.549806524684974596e-01 -7.609621830218215033e-01 -1.677513926399810007e+00 -3.901013892592535282e-01 6.038105375368572891e-02
1.338607140877955681e-01 -1.157893689085503830e+00 1.967531808754450884e+00 1.585437206513140129e+00 1.920729022666765484e+00 -2.731509850259619121e+00 -1.951552070443634879e+00 -1.406050903061542678e+00 -2.007699233938115224e+00 -8.085908010431562820e-01 2.328349166220592403e-01 -4.768317451923754224e-01 -1.299476210240800844e+00 -2.500741569201836878e+00 2.497803591952330038e+00 8.920331023382881419e-01 1.077596116586327479e+00 1.042783002181531415e+00 1.749524578753486326e+00 2.844362772696698016e+00 2.974512503626891124e+00 -2.868710423688036748e+00 -3.136980889444995757e+00 -1.013415023174676799e+00 -1.251131033990684260e+00 -5.279892067542583112e-01 8.958192835090088568e-01 2.089540264862336461e+00 -1.743835605419860046e+00 -1.901092563456675100e+00 -1.453534108945795822e+00 -1.562510800264017286e-01
4.836760918279059962e-01 5.656702196469213240e-01 2.088367808745086318e+00 2.447717349487701810e+00 2.372298756694201760e+00 -2.245689621621509868e+00 -9.294318788488967753e-01 -1.284033683802813686e+00 -1.648546100324891128e+00 -1.400675745092989866e+00 6.129499860671131506e-01 -6.772718526063524758e-01 -7.533717150900391957e-01 -7.704588507521837881e-01 2.150260719862662206e+00 2.033272417791098352e+00 3.972929226673119762e-01 1.830136952676779893e+00 1.665094988840128742e+00 2.964655558409268199e+00 2.336188688239505762e+00 2.999823462998851387e+00 -2.962402764651083764e+00 -1.319107533834398049e+00 -3.460181312126167086e-01 -1.651209188603415923e+00 1.731879714964547290e+00 -2.961299988240806869e+00 2.582029384777748238e+00 -2.172457843916388409e+00 -1.517830615095637992e+00 2.124931281012836515e-01
1.180808927339169312e+00 1.417334124881411750e+00 2.003850456409051461e-01 -5.741968027386901846e-02 5.091945397366209880e-01 -2.706732249344108610e+00 2.895800294303143563e+00 -2.694965281005804680e+00 -1.521279085953454180e+00 -9.067229968524399553e-01 -1.722939353190237055e-01 -1.166789511346734587e+00 -7.401443903409021807e-01 1.342166910408040537e-01 2.837706862639850058e+00 2.011826331819441371e+00 6.032506298832275293e-01 -2.145626054425525009e+00 1.842853923170716168e+00 3.020369670013610008e+00 2.821176647728644848e+00 1.261809719032999766e+00 -7.713288135833170633e-01 -9.995931657460598307e-01 1.017779795111474872e+00 1.707810251887961428e+00 2.189256361657614836e+00 2.675776781518911296e+00 2.576181133894908992e+00 2.446835931480700665e+00 3.976595252266315605e-01 6.818837335186060944e-01
2.257977329986974091e+00 8.692845349760873752e-01 -7.599460778335970224e-01 -6.703955743238697584e-01 -1.398664491227169071e+00 1.779912120548977073e-01 -3.004601215107971957e+00 -2.619648568961756574e+00 3.156426284225167245e-01 -8.115636617450195933e-01 2.002845340116726422e-02 -8.536035755196411667e-01 2.821088232380392080e-01 -1.682659861289714343e+00 -1.624963838679470696e+00 6.803656848189387762e-01 2.567478759513392994e+00 2.423835242963107373e+00 -1.720729287567444032e+00 2.868007890572739971e+00 2.862890063799142126e+00 2.534378251158462714e+00 -2.416138978765391521e+00 -1.043909728507737888e+00 3.629665805363483377e-01 1.940048990339317658e+00 1.368749307513505986e+00 9.956113189339520497e-01 1.155024482854412060e+00 2.325551672979692786e+00 6.992035952673225641e-01 1.433046370105668599e+00
