1.000000000000000056e-01 -1.950695796742653032e+00 7.361792604143601280e-03 9.809419692223109166e-01 2.197493376898673745e-04
1.489795918367347038e-01 -1.925504839159681847e+00 8.379295425011342238e-03 9.712014362016552216e-01 3.663099194296328440e-04
1.979591836734693744e-01 -1.900430987246640058e+00 8.151026115331938895e-03 9.611117000105854347e-01 4.597840879528549882e-04
2.469387755102040727e-01 -1.873877238134925571e+00 8.718003687795026005e-03 9.510196908696476603e-01 6.232825552459040101e-04
2.959183673469387710e-01 -1.847981285018505559e+00 8.414957413047147519e-03 9.403901578885323076e-01 7.351363249119557963e-04
3.448979591836734970e-01 -1.820188354791034691e+00 8.429202604634141588e-03 9.297528266795382912e-01 8.452995720226141570e-04
3.938775510204081121e-01 -1.793953995338808172e+00 8.804501076011128982e-03 9.195455305928499357e-01 9.835394965159089710e-04
4.428571428571428381e-01 -1.767157672948982849e+00 9.661506937765408989e-03 9.087871731807878328e-01 1.282511398969134273e-03
4.918367346938775642e-01 -1.737897481470357608e+00 8.814906815997265374e-03 8.972674254263993676e-01 1.275838057998632431e-03
5.408163265306121792e-01 -1.709477629458554304e+00 9.626374549071772466e-03 8.857236738118327013e-01 1.539337748860275003e-03
5.897959183673469052e-01 -1.676267615748549655e+00 9.758059464005864464e-03 8.716542720530549015e-01 1.718247527288123541e-03
6.387755102040816313e-01 -1.646883751451268418e+00 1.084249282320880539e-02 8.602091077229649940e-01 1.998865140203164026e-03
6.877551020408162463e-01 -1.616335579330958616e+00 1.048885881219122768e-02 8.477619903464960194e-01 2.215592587923944940e-03
7.367346938775509724e-01 -1.578993247952985124e+00 1.139843950704512096e-02 8.305573862318061940e-01 2.713019489356661637e-03
7.857142857142856984e-01 -1.544791349229324595e+00 1.234023237127339009e-02 8.169277706740136757e-01 3.002697992549687323e-03
8.346938775510203135e-01 -1.510377342563788305e+00 1.250039973553410642e-02 8.014450898266711754e-01 3.623443847564804862e-03
8.836734693877550395e-01 -1.463186005882298302e+00 1.425104641226967658e-02 7.794839387050250812e-01 4.730614016631481088e-03
9.326530612244897656e-01 -1.419984339602778478e+00 1.461825385523077454e-02 7.592320272076961141e-01 5.302126916265039423e-03
9.816326530612243806e-01 -1.371847117809043892e+00 1.648381186831378645e-02 7.339300997490038059e-01 6.824191569672952325e-03
1.030612244897959107e+00 -1.316719542055505343e+00 1.885507341500170311e-02 7.022005328174872885e-01 1.015373848810153731e-02
1.079591836734693944e+00 -1.263597259302264408e+00 1.956549479437851707e-02 6.705086746778996520e-01 1.246166086820936839e-02
1.128571428571428559e+00 -1.193016765403777546e+00 2.106550717845076873e-02 6.268039295588065940e-01 1.573748565719191098e-02
1.177551020408163396e+00 -1.134759276200884903e+00 2.092261975339117924e-02 5.878933089519113864e-01 1.840098614534431409e-02
1.226530612244898011e+00 -1.060681890378146752e+00 2.064016192604977221e-02 5.349831842201535625e-01 2.055898774094227013e-02
1.275510204081632626e+00 -1.004168481666691592e+00 1.934974138051352710e-02 4.937887407392427819e-01 2.114281044550297625e-02
1.324489795918367463e+00 -9.507663083417797756e-01 1.685647324083430418e-02 4.552253545914861088e-01 2.097498977291972419e-02
1.373469387755102078e+00 -9.043613388096846117e-01 1.558819829687648796e-02 4.244592194125489382e-01 1.936514561215268646e-02
1.422448979591836693e+00 -8.578317979404562754e-01 1.410082534983089254e-02 3.933740333836225345e-01 1.826368614559794462e-02
1.471428571428571530e+00 -8.160621586544845041e-01 1.257453848350646719e-02 3.629901054549288242e-01 1.665891019216613964e-02
1.520408163265306145e+00 -7.713052856512976341e-01 1.143846165086582350e-02 3.377680002567586826e-01 1.475169636581746477e-02
1.569387755102040760e+00 -7.465554004389601817e-01 1.015343547279739557e-02 3.220596816465607359e-01 1.349193425965730317e-02
1.618367346938775597e+00 -7.190963677026027678e-01 9.139733323173327220e-03 3.065111886168404576e-01 1.207095209390613919e-02
1.667346938775510212e+00 -6.843677352942536540e-01 8.222673290612674338e-03 2.892400287850669938e-01 1.108385149680664317e-02
1.716326530612244827e+00 -6.646626480694419747e-01 7.912174245257119418e-03 2.784517043560091887e-01 1.042866102190147769e-02
1.765306122448979664e+00 -6.392216268004364821e-01 7.333209342862957898e-03 2.642976541804069046e-01 9.541915112376023189e-03
1.814285714285714279e+00 -6.150968537650831625e-01 6.402328435117566642e-03 2.539973745461059362e-01 8.437458580417389609e-03
1.863265306122448894e+00 -5.945601095362764710e-01 6.023254101776206841e-03 2.461078502812953928e-01 7.750708530020081026e-03
1.912244897959183731e+00 -5.719253899749784376e-01 5.601524706062278175e-03 2.381027711353024545e-01 6.973098537480832033e-03
1.961224489795918347e+00 -5.614903175439123206e-01 5.478590475658343638e-03 2.349149318842762013e-01 6.840778573006569760e-03
2.010204081632652962e+00 -5.457598785841057953e-01 5.073495678466250110e-03 2.264122311578925240e-01 6.379854744530065978e-03
2.059183673469387799e+00 -5.306827138909471220e-01 4.606044471654268703e-03 2.194486072431862667e-01 5.774038983305037655e-03
2.108163265306122636e+00 -5.135554886602221591e-01 4.344388672854473769e-03 2.163330482745303984e-01 5.598028188930645986e-03
2.157142857142857029e+00 -4.995507634744453807e-01 4.188354483963005123e-03 2.093009134054887865e-01 5.102521011226722296e-03
2.206122448979591866e+00 -4.885242225207791500e-01 4.005199983287348331e-03 2.048956101991288026e-01 4.799098494616624473e-03
2.255102040816326703e+00 -4.775763056078163316e-01 3.758007255791132040e-03 2.025039019249844363e-01 4.648474009675874347e-03
2.304081632653061096e+00 -4.678054548271226576e-01 3.576180012739112700e-03 1.992009291538792137e-01 4.341705655234568383e-03
2.353061224489795933e+00 -4.547068372671899672e-01 3.428644612122479229e-03 1.950947427070796603e-01 4.160237252563324210e-03
2.402040816326530770e+00 -4.433833942584149423e-01 3.165287581827140855e-03 1.941588243145760395e-01 4.006769844809657428e-03
2.451020408163265163e+00 -4.337633734771162430e-01 3.217526940278587263e-03 1.889607307518693380e-01 3.769286676802256330e-03
2.500000000000000000e+00 -4.246233902360080914e-01 2.908980278243284995e-03 1.879427370557603671e-01 3.593361547555335052e-03
