1.000000000000000056e-01 -1.949579159377122117e+00 2.028294996669898886e-03 9.750567214686186590e-01 2.192749270379934501e-04
1.489795918367347038e-01 -1.924539943345362936e+00 2.027035063068509564e-03 9.628800443872909121e-01 3.098034964877880988e-04
1.979591836734693744e-01 -1.898751903661498375e+00 1.976855997815092289e-03 9.502665846362259305e-01 3.928016763420441875e-04
2.469387755102040727e-01 -1.872077740544181523e+00 2.161443457865536155e-03 9.369444826848400965e-01 5.640270898150521366e-04
2.959183673469387710e-01 -1.845886720496814792e+00 2.111842513449216363e-03 9.232908319674297815e-01 6.200597467079985549e-04
3.448979591836734970e-01 -1.819210656460855224e+00 2.173885917457400816e-03 9.110060658238550158e-01 7.618917727362641912e-04
3.938775510204081121e-01 -1.791333766472659850e+00 2.232091606599857867e-03 8.960650088467260188e-01 9.409286948406261723e-04
4.428571428571428381e-01 -1.762941611479898807e+00 2.376504426028975756e-03 8.829726369838890587e-01 9.803297794707874473e-04
4.918367346938775642e-01 -1.735059591875691698e+00 2.384253248619815080e-03 8.686144905822761331e-01 1.162605393410580954e-03
5.408163265306121792e-01 -1.705081739595494472e+00 2.579946937957453088e-03 8.541810374271262551e-01 1.147949231405043452e-03
5.897959183673469052e-01 -1.675631475697406891e+00 2.534828286995124535e-03 8.373643766365230778e-01 1.538707215241245886e-03
6.387755102040816313e-01 -1.643105340335638154e+00 2.609284647414395007e-03 8.221913988157457664e-01 1.478603443153433646e-03
6.877551020408162463e-01 -1.610670769004629799e+00 2.708114813975861720e-03 8.066485191303224278e-01 1.736225739721699137e-03
7.367346938775509724e-01 -1.574872120181163071e+00 2.837702283603308912e-03 7.866909777503977574e-01 1.993823671833870256e-03
7.857142857142856984e-01 -1.539853588868149048e+00 3.147973624460993422e-03 7.705952232049831929e-01 2.155412198587755394e-03
8.346938775510203135e-01 -1.499259902179359560e+00 3.383881461535441417e-03 7.458015747951243224e-01 2.546712075723878144e-03
8.836734693877550395e-01 -1.457521046697819900e+00 3.743071194693822854e-03 7.203759022031187564e-01 3.289309484175407475e-03
9.326530612244897656e-01 -1.409934550411846343e+00 4.295719572335238157e-03 6.932906111882172207e-01 4.255850621283055642e-03
9.816326530612243806e-01 -1.353091403361601053e+00 4.707962371949873243e-03 6.524874779824527682e-01 6.508104821425456966e-03
1.030612244897959107e+00 -1.292247011925421907e+00 5.483630096099664439e-03 5.998071756357279405e-01 1.046870519421304324e-02
1.079591836734693944e+00 -1.216295415452524953e+00 5.812694316536563648e-03 5.179554796549039608e-01 1.648491783474029249e-02
1.128571428571428559e+00 -1.149004808931981980e+00 5.577102849615624830e-03 4.464210130402982979e-01 1.799117219744963622e-02
