-5.387335649901020540e-01 -2.383220245896680578e-02 -4.290224232043633457e-01 1.137561508907694696e+00 1.523662460487058334e+00 8.100086208746134497e-01 1.018753199508711377e-01 1.479460555133995658e+00 1.371344958915536649e+00 1.794758603818877862e+00 1.028469371715856839e+00 -2.929042876964424558e+00 2.014288857389758380e+00 1.512204918481156124e+00 1.916056899951393611e+00 4.190578496696274469e-01
5.864134844941214508e-01 1.244097369645653872e+00 1.337912829959247762e+00 1.167070438214108608e+00 1.294840313999896297e+00 1.929991021746140678e+00 9.460689903068336681e-01 2.248572153321223843e-02 1.219085303081608895e+00 8.340233449353082751e-01 1.749311110234671673e+00 1.193068239504005978e+00 1.935440044123749814e+00 1.478780164559717392e+00 2.228774507414277295e+00 7.953640273764951418e-01
-2.069276156157882962e+00 3.880154924970828367e-01 7.490796246338840003e-01 1.019877491283230908e+00 7.877319957376306414e-01 2.799579719274564393e+00 1.602808877924517539e+00 1.289534870072631456e+00 8.177692887180586512e-01 -5.963395173307229902e-01 1.373968137176958093e+00 5.452622774298434560e-01 2.235761006938737250e+00 1.936995377645317040e+00 1.205885746473136955e+00 6.993031680598728039e-01
4.667460011176655654e-01 9.953764292424378546e-01 9.818691018404209769e-01 3.202936385280423237e-01 -1.098038733981089449e-01 -1.418838851355372244e+00 -3.506651571416244950e-01 1.830629820017836362e+00 1.357153949951961591e+00 3.037834986107794677e+00 2.791350506838524481e+00 2.096553728198967015e+00 1.499026493791692616e+00 1.979369554433064060e+00 2.566569749478238460e+00 -2.894896941664200529e+00
1.566524377299918003e+00 2.057741784442269406e+00 1.953994697950178994e+00 1.755326668283426539e+00 1.308446612388268981e+00 2.185311385886219426e+00 2.670495608227855033e+00 8.101558885444188896e-01 1.992587601940929876e+00 -3.127404524631472782e+00 2.701275386771496034e+00 2.487894380531043392e+00 2.319392237227226428e+00 2.370287993247596869e+00 2.863839072293929977e+00 -2.546690754214180785e+00
6.318458266339305185e-01 5.308248377316949762e-01 1.487444184929942237e+00 2.398700053261884513e+00 1.757116023181244158e+00 -2.951452321485060093e+00 1.910071058645208986e+00 2.069803878022595356e+00 2.044973146696233535e+00 2.277799853151984522e+00 2.436280468271696975e+00 3.026789359162235460e+00 2.506117534695890825e+00 2.183143424083106243e+00 2.246663845855725317e+00 2.721518629912938803e+00
2.216594296203543202e+00 -2.985757719831201751e+00 -1.464967933814730561e+00 -3.129481728236534366e+00 2.723233475570843165e+00 -3.051150426244732206e+00 2.413993727313195947e+00 1.292583337531678422e+00 1.964419254634145240e+00 2.155685537657034079e+00 1.600166904011238289e+00 1.525429934849099389e+00 1.580133567897572533e+00 -3.134876021950382619e+00 -2.673201247613973486e+00 2.177183150707062698e+00
2.166098586594359166e+00 -1.765931043332916284e+00 -1.511061937178852510e+00 -1.467140992296137147e+00 -2.772061442673638965e+00 -2.214684445208806807e+00 -1.246629460410684453e+00 2.290781883902785587e+00 -2.754392511565210810e+00 9.570712434696649895e-01 1.295235583989493788e+00 1.090993583879262596e+00 2.489614533086327963e+00 8.828677662422103056e-01 1.805102347287689923e+00 1.725903489914411226e+00
3.123013157518244487e+00 -2.117340981975694980e+00 -1.302068320774462773e+00 -2.394468056146291879e+00 -1.867403438695415474e+00 1.677976981482050212e+00 2.821105750800132483e+00 1.924423349105838454e+00 1.646126208035690652e+00 6.805106464221752915e-01 6.585360341788037974e-01 6.546405389238378891e-01 1.164832212693522218e+00 6.817181147891228365e-02 -1.428309011459228284e+00 2.850501647176292508e+00
2.220281099661088664e+00 1.445526246076119514e-01 -1.731461994677697902e+00 -2.950439000178579629e+00 -2.250657403851808347e+00 -1.471438034487485558e+00 1.282226579239013953e+00 1.611356657892416111e+00 2.260997733906382923e+00 1.919450355041368184e+00 2.485092872154344601e+00 2.264347451640125186e+00 1.136416498880459258e+00 6.513056053054302463e-01 1.673098810277692028e+00 1.312248695480238814e+00
