2.327115771791462784e+00 2.307945649641808927e+00 1.321673822282766420e+00 2.684000491315993830e+00 2.924318948867979717e+00 2.611325532616137757e+00 2.386344765573975568e+00 3.047979405505609307e+00 -2.180928475540665268e+00 -2.759973089517720357e+00 -2.601220300224289517e+00 2.448168958109396165e+00 7.365375478275260068e-01 1.438850893867191783e+00 9.095177675384675808e-01 1.459025574861102958e+00
2.124531467486387104e+00 2.609286106846913533e+00 2.031497061145618677e+00 2.437470920687548670e+00 1.741113603366554408e+00 2.285435424752266798e+00 2.444312788229835665e+00 -3.064297541955820936e+00 3.022186784466209808e+00 2.690330849224282783e+00 -2.786497021394943818e+00 2.795805320938913763e+00 2.063650280982054941e+00 2.148502177850107664e+00 1.813611143256353309e+00 2.047736705549570324e+00
2.206375814607045793e+00 2.488723709097472092e+00 2.616514634734560030e+00 2.932869850963987002e+00 2.867001990207621809e+00 2.650442720167135668e+00 2.968151046674623483e+00 2.385030897572368858e+00 1.798298529202548846e+00 2.462927532878193215e+00 2.231007666952490531e+00 2.539717712429118812e+00 2.562761161195400206e+00 2.440745373946518360e+00 1.770051062502895789e+00 2.441963522701782185e+00
2.040309086836375130e+00 2.492474037281752430e+00 2.567425183464369987e+00 2.920335620945759825e+00 2.952824825894464045e+00 2.483900252688563182e+00 3.032685681561235747e+00 2.908967777338657079e+00 2.605446056925856180e+00 2.280588011656197178e+00 2.168841270776912467e+00 2.446513114502339992e+00 -2.752815848729457393e+00 2.496247679116985640e+00 2.599226066233222276e+00 2.194047962226708837e+00
1.678027206464496324e+00 2.084953496702464104e+00 2.550846068274949197e+00 2.396087546463367079e+00 2.141802976652952939e+00 2.306414444278197085e+00 3.098697991774761906e+00 2.231633748989230170e+00 2.810535403890554562e+00 -3.037891240154440453e+00 1.616418421772833902e+00 6.432921285555924795e-01 1.686415714803986665e+00 1.753648511656454412e+00 2.510743750119302398e+00 2.187882023368546314e+00
1.406930432815084231e+00 1.573740041582595284e+00 2.261886898329601880e+00 2.905152172508423725e+00 2.388847796123620970e+00 3.110878345073917473e+00 2.670204016179416051e+00 1.947689654458562458e+00 2.347288522690126999e+00 1.111588585612746760e+00 1.099851008832479993e+00 8.642774711085804418e-01 1.214882903138085446e+00 2.328524041692324520e+00 2.129746909687099343e+00 2.272670736574531780e+00
2.047868067849990759e+00 1.596607158958413875e+00 1.795917515092044559e+00 2.010277860087037016e+00 2.233651508720461809e+00 2.427445205248399684e+00 2.985147882431526067e+00 2.055548540652417877e+00 2.976274760611341996e+00 7.184797591212275236e-01 1.638702575399008099e+00 1.530066733515560440e+00 1.123650768440482173e+00 1.914501371702344024e+00 1.775430748225815814e+00 2.117885900515771525e+00
1.428490771403281512e+00 1.820106734673748283e+00 1.617359155064626686e+00 1.908584744278446044e+00 2.289488143721356561e+00 2.428642772696838481e+00 2.526991348444431296e+00 2.876145126265795327e+00 2.713659308274036785e+00 1.726313660914061021e+00 1.951201286001384982e+00 2.201848218527920675e+00 1.741335786504430549e+00 1.002526042424170871e+00 1.185321253400651864e+00 1.089122719501815606e+00
2.424668989182606538e+00 2.085635415047645935e+00 2.034992863300483013e+00 2.339550209869521780e+00 2.895462802980153683e+00 2.394549093500719206e+00 1.987040465333086425e+00 2.127865556759883869e+00 2.386948294756916500e+00 2.281502785714479842e+00 2.726260838618992821e+00 1.803466501603166794e+00 1.024435323569580225e+00 1.487690167939409447e+00 4.496145442361200173e-01 5.415832030945060271e-01
1.247718767261978723e+00 7.529403803151132335e-01 1.308176219255688943e+00 1.462285946091669064e+00 1.900086122833890778e+00 2.203429574683652081e+00 2.118742933523680261e+00 2.245567305114811063e+00 2.089516759649708177e+00 2.645017064996259659e+00 3.030437656138379676e+00 2.168630499033973980e+00 1.883319197148073165e+00 1.192128770302888663e+00 1.088191770851381301e+00 4.845506871799732940e-01
1.659388105133537294e+00 1.635904811625566557e+00 2.487274501771723489e+00 2.191289173458921269e+00 1.494245704809265218e+00 2.505535384596346393e+00 2.047425821296664950e+00 2.277527775305642432e+00 2.333302622315732933e+00 2.693597099140434992e+00 2.892698996244157161e+00 2.894508673078565408e+00 1.907795162598354688e+00 7.993425199346835264e-01 1.954211115107612473e+00 1.628961770532836084e+00
1.188012929529095318e+00 1.786352527112649913e+00 2.003480089192070768e+00 1.699990369683818558e+00 2.061624530858291671e+00 2.121200995456570926e+00 2.120772246134050576e+00 1.657437410035798697e+00 2.822181002044271025e+00 -2.714270610517818483e+00 -2.789057754376279785e+00 2.380545332799560931e+00 2.636952285802427909e+00 2.031515430533717304e+00 2.030349360776528389e+00 1.906920210026759932e+00
1.904288020798827752e+00 1.566906294627105067e+00 2.172336480078889576e+00 1.557010837407556414e+00 1.983757832940762800e+00 2.652678304505729390e+00 2.208188444915458071e+00 2.696650037322413151e+00 2.165448403377102871e+00 2.436494883187450000e+00 2.541163587081639808e+00 2.051647020770293484e+00 1.432500384814510364e+00 1.911382023956241794e+00 1.907295423700742676e+00 1.859091713684739355e+00
1.679758856307676851e+00 1.327959023978029229e+00 7.593880787909970120e-01 1.582361089171577140e+00 2.212694937949531759e+00 2.606807801156669324e+00 2.569274222743510805e+00 2.314220986847876027e+00 -2.545927821408412228e+00 3.130446181567763553e+00 -2.563851081605065474e+00 2.426275939665069270e+00 1.221112785059147665e+00 1.688243677703713308e+00 2.017719632743584679e+00 2.418458701080453022e+00
2.178510777259388576e+00 1.430431299010361590e+00 1.113710287899500884e+00 1.270471768969367643e+00 1.930491971240134275e+00 2.066937968087243505e+00 2.084845546761286084e+00 2.069680969822921490e+00 -3.006532745151878849e+00 2.314223399331302389e+00 1.790209868138475713e+00 2.060480122014964000e+00 2.433190093187973080e+00 1.765420090283710941e+00 2.309268582615065402e+00 2.383834999984888903e+00
2.229043757445129614e+00 1.828473519018432247e+00 1.604419955497763173e+00 1.688608440861136151e+00 2.229595547140489575e+00 2.222684902793140793e+00 -3.089543215324292103e+00 -2.441885920064430504e+00 3.009975454395497074e+00 3.102537902830428518e+00 2.598110508325581325e+00 2.233004378657023725e+00 1.658656093233645157e+00 2.252378363787364446e+00 2.297458618336200686e+00 2.100347758777699969e+00
